UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Austin Sites,"P-C Interactions, ECLS-B_READ",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,R...25,Parental Stress_PSOC #3,R...27,Parental Stress_PSOC #5,R...29,Parental Stress_PSOC #8,R...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,psoc_all,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,fiqhb_all,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,R...109,Belonging SCS2,R...111,Belonging SCS3,R...113,Belonging SCS4,R...115,Belonging SCS5,R...117,Belonging SCS6,R...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,FIVE...128,Kinder Readiness SPEAK2,FIVE...130,Kinder Readiness SPEAK3,FIVE...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,R...138,Kinder Readiness SPEAK7 - REVERSE,R...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL,...158,...159,...160,...161,...162,...163,...164,...165,...166,...167,...168,...169,...170,...171,...172,...173,...174,...175,...176,...177,...178,...179,...180,...181,...182,...183,...184,...185,...186,...187,...188,...189,...190,...191,...192,...193,...194,...195,...196,...197,...198,...199,...200,...201,...202,...203,...204,...205,...206,...207,...208,...209,...210,...211,...212,...213,...214,...215,...216,...217,...218,...219,...220,...221,...222,...223,...224,...225,...226,...227,...228,...229,...230,...231,...232,...233,...234,...235,...236,...237
NA,77,2020-09-23T14:51:00Z,2020-09-23T14:51:00Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5191,78,2020-09-23T14:55:00Z,2020-09-23T15:13:00Z,Complete,1989,Austin,"North Site, Monday",1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Agree,2,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,38,N/A,0,Sometimes,2,N/A,0,N/A,0,2,Rarely,1,Sometimes,2,Always,4,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Always,4,Often,3,31,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Rarely,1,9,Sometimes,3,Often,4,Often,4,Often,4,15,Sometimes,3,Often,4,Seldom,2,Always,5,Sometimes,3,17,Slightly Agree,3,Agree,2,Strongly Disagree,6,Strongly Disagree,6,Slightly Disagree,4,Strongly Disagree,6,Agree,5,Agree,5,Slightly Agree,4,41,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Strongly Disagree,4,Strongly Disagree,0,Agree,3,Disagree,3,Disagree,3,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,0,Disagree,3,Agree,1,Agree,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9859,79,2020-09-23T14:57:00Z,2020-09-23T17:03:00Z,Complete,2002,Austin,"North Site, Monday",1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Strongly Agree,6,Agree,2,Somewhat Disagree,4,Strongly Disagree,6,Strongly Agree,1,Agree,5,Somewhat Agree,4,Somewhat Agree,4,Agree,5,Agree,5,42,Rarely,1,Sometimes,2,Rarely,1,Always,4,8,Rarely,1,Sometimes,2,Often,3,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Always,4,Rarely,1,19,Rarely,1,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,10,Often,4,Seldom,2,Often,4,Sometimes,3,13,Sometimes,3,Sometimes,3,Seldom,2,Sometimes,3,Seldom,2,13,Disagree,5,Disagree,5,Disagree,5,Slightly Agree,3,Disagree,5,Slightly Agree,3,Agree,5,Slightly Agree,4,Disagree,2,37,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Agree,3,Agree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Neutral,2,Agree,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9339,80,2020-09-23T14:59:00Z,2020-09-23T15:48:00Z,Complete,1990,Austin,"North Site, Monday",Every day,4,1 to 2 times a week,2,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Agree,5,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Somewhat Agree,3,Agree,5,Agree,5,Strongly Agree,6,Disagree,2,Strongly Agree,6,49,N/A,0,Always,4,Often,3,Often,3,10,Often,3,Often,3,Always,4,Always,4,Often,3,Rarely,1,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,40,N/A,0,Always,4,Always,4,Often,3,Always,4,15,Always,5,Always,5,Always,5,Always,5,20,Often,4,Always,5,Sometimes,3,Always,5,Always,5,22,Slightly Agree,3,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Strongly Agree,6,48,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Strongly Agree,0,Strongly Disagree,4,Agree,3,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Agree,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,81,2020-09-23T14:55:00Z,2020-09-23T15:00:00Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1921,82,2020-09-23T15:00:00Z,2020-09-23T15:12:00Z,Complete,1990,Austin,"North Site, Monday",Not at all,1,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,7,Agree,5,Agree,2,Somewhat Agree,3,Disagree,5,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,42,N/A,0,N/A,0,Always,4,N/A,0,4,Rarely,1,Sometimes,2,Rarely,1,Always,4,Often,3,Rarely,1,Rarely,1,Often,3,Often,3,Rarely,1,Sometimes,2,Always,4,26,N/A,0,Rarely,1,Often,3,Rarely,1,Rarely,1,6,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Seldom,2,Sometimes,3,Seldom,2,Often,4,Seldom,2,13,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Disagree,4,Agree,5,Slightly Agree,4,Agree,5,48,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Neutral,2,Disagree,3,Agree,3,Agree,3,Strongly Agree,0,Strongly Disagree,4,Neutral,2,Neutral,2,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1667,83,2020-09-23T15:00:00Z,2020-09-23T15:30:00Z,Complete,2001,Austin,"South Site, Friday",1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,47,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Rarely,1,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Often,3,Rarely,1,Sometimes,2,N/A,0,18,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,15,Slightly Agree,3,Agree,2,Slightly Agree,3,Disagree,5,Disagree,5,Disagree,5,Slightly Agree,4,Agree,5,Slightly Agree,4,36,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8258,84,2020-09-23T15:00:00Z,2020-09-25T11:01:00Z,Complete,1986,Austin,"South Site, Monday",1 to 2 times  a week,2,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,8,Disagree,2,Strongly Disagree,6,Disagree,5,Disagree,5,Somewhat Disagree,4,Strongly Agree,6,Agree,5,Strongly Agree,6,Disagree,2,Strongly Agree,6,47,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Often,3,Sometimes,2,Always,4,Often,3,Often,3,Rarely,1,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,39,Always,4,Sometimes,2,Always,4,Often,3,Always,4,17,Always,5,Sometimes,3,Always,5,Always,5,18,Sometimes,3,Often,4,Always,5,Always,5,Always,5,22,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Slightly Agree,4,39,"In elementary school, 6 years and up",0,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Disagree,1,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Agree,1,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3738,85,2020-09-23T15:07:00Z,2020-09-23T20:02:00Z,Complete,1984,Austin,"North Site, Monday",1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,13,Somewhat Agree,4,Strongly Disagree,6,Somewhat Agree,3,Strongly Agree,1,Agree,2,Agree,5,Agree,5,Strongly Agree,6,Agree,5,Somewhat Agree,4,41,N/A,0,Rarely,1,N/A,0,Sometimes,2,3,Often,3,Sometimes,2,Always,4,Always,4,Sometimes,2,Rarely,1,Rarely,1,Always,4,Always,4,Rarely,1,Often,3,N/A,0,29,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Always,5,Always,5,17,Always,5,Always,5,Sometimes,3,Often,4,Often,4,21,Strongly Disagree,6,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Slightly Disagree,4,Strongly Disagree,6,Agree,5,Agree,5,Slightly Agree,4,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Neutral,2,Agree,3,Agree,3,Strongly Agree,0,Disagree,3,Neutral,2,Disagree,3,Neutral,2,Agree,1,Agree,1,Strongly Agree,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7826,86,2020-09-23T15:21:00Z,2020-09-23T16:44:00Z,Complete,1989,Austin,"South Site, Monday",Not at all,1,Not at all,1,Not at all,1,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,7,Strongly Agree,6,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Somewhat Agree,3,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Disagree,3,Strongly Disagree,1,Strongly Agree,6,43,N/A,0,N/A,0,N/A,0,Rarely,1,1,Sometimes,2,Often,3,Always,4,Always,4,Always,4,Always,4,Often,3,Often,3,Sometimes,2,Always,4,Rarely,1,N/A,0,34,N/A,0,Always,4,Always,4,Always,4,Always,4,16,Often,4,Always,5,Always,5,Sometimes,3,17,Often,4,Always,5,Always,5,Always,5,Always,5,24,Strongly Disagree,6,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Slightly Agree,4,Strongly Agree,6,47,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,3,Agree,1,Disagree,3,Agree,1,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3733,87,2020-09-23T15:36:00Z,2020-09-23T15:47:00Z,Complete,1993,Austin,"North Site, Friday",1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Strongly Disagree,1,Strongly Disagree,6,Agree,2,Agree,2,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,42,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Sometimes,2,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,42,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,12,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Sometimes,3,Always,5,Always,5,23,Strongly Disagree,6,Agree,2,Slightly Agree,3,Strongly Agree,1,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Slightly Agree,4,Slightly Agree,4,37,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Strongly Agree,0,Strongly Disagree,0,Agree,3,Agree,1,Strongly Agree,0,Agree,1,Strongly Disagree,4,Strongly Agree,0,Strongly Agree,0,Strongly Agree,0,Agree,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7716,88,2020-09-23T15:38:00Z,2020-09-28T19:04:00Z,Complete,1994,Austin,"North Site, Monday",Not at all,1,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Agree,2,Agree,2,Somewhat Agree,3,Strongly Disagree,6,Disagree,2,Agree,5,Agree,5,Agree,5,Strongly Agree,6,40,N/A,0,Rarely,1,Rarely,1,N/A,0,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,Often,3,Often,3,Sometimes,2,Sometimes,2,28,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,7,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,12,Sometimes,3,Sometimes,3,Never,1,Sometimes,3,Sometimes,3,13,Agree,2,Agree,2,Slightly Agree,3,Agree,2,Agree,2,Slightly Agree,3,Agree,5,Slightly Disagree,3,Slightly Agree,4,26,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Disagree,3,Neutral,2,Strongly Disagree,0,Agree,3,Strongly Agree,0,Strongly Disagree,4,Agree,1,Neutral,2,Strongly Agree,0,Disagree,3,Disagree,3,Neutral,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2438,89,2020-09-23T15:41:00Z,2020-09-23T15:42:00Z,Partial,1996,Austin,"North Site, Monday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4184,90,2020-09-23T15:45:00Z,2020-09-23T15:59:00Z,Complete,1985,Austin,"North Site, Thursday",1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,15,Agree,5,Strongly Disagree,6,Agree,2,Somewhat Disagree,4,Somewhat Disagree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,47,N/A,0,Always,4,Always,4,Often,3,Often,3,14,Often,4,Always,5,Always,5,Always,5,19,Sometimes,3,Often,4,Often,4,Always,5,Often,4,20,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Agree,3,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,51,"As an infant, 0 to 6 months",5,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
