UID,Response ID,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Dallas Sites,"P-C Interactions, ECLS-B_READ",...8,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, HOME...15",...16,"P-C Interactions, HOME...17",...18,ECLSB_ALL,Parental Stress_PSOC #1,...21,Parental Stress_PSOC #2,R...23,Parental Stress_PSOC #3,R...25,Parental Stress_PSOC #5,R...27,Parental Stress_PSOC #8,R...29,Parental Stress_PSOC #10,...31,Parental Stress_PSOC #13,...33,Parental Stress_PSOC #15,...35,Parental Stress_PSOC #16,...37,Parental Stress_PSOC #17,...39,psoc_all,"P-C Interactions, FIQ SBI1",...42,"P-C Interactions, FIQ SBI2",...44,"P-C Interactions, FIQ SBI3",...46,"P-C Interactions, FIQ SBI4",...48,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...51,"P-C Interactions, FIQ HBI2",...53,"P-C Interactions, FIQ HBI3",...55,"P-C Interactions, FIQ HBI4",...57,"P-C Interactions, FIQ HBI5",...59,"P-C Interactions, FIQ HBI6",...61,"P-C Interactions, FIQ HBI8",...63,"P-C Interactions, FIQ HBI9",...65,"P-C Interactions, FIQ HBI10",...67,"P-C Interactions, FIQ HBI11",...69,"P-C Interactions, FIQ HBI12",...71,"P-C Interactions, FIQ HBI13",...73,fiqhb_all,"P-C Interactions, FIQ HSC3",...76,"P-C Interactions, FIQ HSC4",...78,"P-C Interactions, FIQ HSC5",...80,"P-C Interactions, FIQ HSC6",...82,"P-C Interactions, FIQ HSC7",...84,FIQHSC_ALL,Efficacy FES1,...87,Efficacy FES3,...89,Efficacy FES4,...91,Efficacy FES6,...93,FESFAM_ALL,Efficacy FES7,...96,Efficacy FES9,...98,Efficacy FES10,...100,Efficacy FES11,...102,Efficacy FES14,...104,FESADV_ALL,Belonging SCS1,R...107,Belonging SCS2,R...109,Belonging SCS3,R...111,Belonging SCS4,R...113,Belonging SCS5,R...115,Belonging SCS6,R...117,Belonging SCS7,...119,Belonging SCS10,...121,Belonging SCS11,...123,SCS_ALL,Kinder Readiness SPEAK1,FIVE...126,Kinder Readiness SPEAK2,FIVE...128,Kinder Readiness SPEAK3,FIVE...130,Kinder Readiness SPEAK4,...132,Kinder Readiness SPEAK5,...134,Kinder Readiness SPEAK6 - REVERSE,R...136,Kinder Readiness SPEAK7 - REVERSE,R...138,Kinder Readiness SPEAK9,...140,Kinder Readiness SPEAK10,...142,Kinder Readiness SPEAK11,...144,Kinder Readiness SPEAK12,...146,Kinder Readiness SPEAK13,...148,Kinder Readiness SPEAK13 - REVERSE,...150,Kinder Readiness SPEAK14,...152,Kinder Readiness SPEAK15,...154,SPEAK_ALL
NA,22,Partial,1979,Dallas,Clarke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,23,Partial,NA,Dallas,Stevens Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6987,510,Complete,1999,Dallas,Urban Park,Not at all,1,Not at all,1,Not at all,1,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,7,Agree,5,Somewhat Agree,3,Agree,2,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Agree,5,Agree,5,Somewhat Agree,4,Agree,5,39,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Often,3,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,N/A,0,19,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Often,4,Sometimes,3,15,Sometimes,3,Sometimes,3,Sometimes,3,Always,5,Sometimes,3,17,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Agree,5,Agree,5,Slightly Disagree,3,37,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Neutral,2,Neutral,2,Strongly Disagree,0,Agree,3,Agree,1,Disagree,3,Neutral,2,Agree,1,Agree,1,Neutral,2,Disagree,3,Agree,1,32
A9792,598,Complete,1991,Dallas,Bethune,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Strongly Agree,6,Strongly Disagree,6,Somewhat Agree,3,Disagree,5,Agree,2,Somewhat Disagree,3,Somewhat Disagree,3,Somewhat Disagree,3,Disagree,2,Agree,5,38,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Often,3,Sometimes,2,Often,3,Always,4,Sometimes,2,Rarely,1,Rarely,1,Always,4,Sometimes,2,Always,4,Always,4,N/A,0,30,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Sometimes,3,Sometimes,3,13,Always,5,Often,4,Sometimes,3,Often,4,Often,4,20,Slightly Agree,3,Slightly Agree,3,Strongly Disagree,6,Disagree,5,Slightly Disagree,4,Slightly Disagree,4,Agree,5,Strongly Agree,6,Agree,5,41,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Agree,1,Disagree,3,Strongly Disagree,4,Agree,1,47
A6815,492,Complete,1990,Dallas,North Dallas 2,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Strongly Agree,6,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,45,Rarely,1,Always,4,Always,4,Rarely,1,10,Often,3,Often,3,Always,4,Often,3,Always,4,Sometimes,2,Often,3,Always,4,Rarely,1,Always,4,Often,3,Often,3,37,Sometimes,2,Sometimes,2,Often,3,Often,3,Always,4,14,Always,5,Always,5,Always,5,Often,4,19,Often,4,Always,5,Always,5,Always,5,Always,5,24,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Slightly Agree,4,50,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Agree,1,Strongly Disagree,4,Agree,1,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,48
NA,27,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1724,164,Complete,1979,Dallas,Pleasant Grove,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Disagree,5,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,53,Always,4,N/A,0,N/A,0,Always,4,8,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Often,3,Always,4,46,N/A,0,Always,4,Always,4,Always,4,Always,4,16,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Slightly Disagree,4,Slightly Disagree,4,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Slightly Disagree,4,Agree,5,Agree,5,Slightly Agree,4,43,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Neutral,2,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,51
A3918,572,Complete,1985,Dallas,Cochran,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Sometimes,3,17,Strongly Agree,6,Strongly Agree,1,Strongly Disagree,6,Disagree,5,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Agree,5,Strongly Agree,6,48,Rarely,1,Always,4,Sometimes,2,Often,3,10,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,Sometimes,2,Often,3,Sometimes,2,35,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,9,Often,4,Often,4,Often,4,Always,5,17,Always,5,Always,5,Always,5,Always,5,Sometimes,3,23,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,53
A8131,275,Complete,1991,Dallas,Urban Park,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Somewhat Agree,4,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Agree,1,Agree,5,Strongly Agree,6,Agree,5,Strongly Disagree,1,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Often,3,Always,4,Always,4,Often,3,Always,4,Rarely,1,Sometimes,2,Rarely,1,Always,4,Rarely,1,Sometimes,2,31,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Sometimes,3,Often,4,Sometimes,3,Always,5,Seldom,2,17,Agree,2,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Strongly Agree,6,Agree,5,Strongly Agree,6,46,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Disagree,3,Disagree,3,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Agree,0,42
NA,31,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,32,Partial,1979,Dallas,Sims,Not at all,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7174,248,Complete,1995,Dallas,Moseley,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Disagree,5,Somewhat Agree,3,Somewhat Disagree,4,Somewhat Agree,3,Strongly Agree,6,Agree,5,Somewhat Agree,4,Agree,5,Strongly Agree,6,46,Rarely,1,Often,3,Often,3,Rarely,1,8,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Always,4,Often,3,Sometimes,2,30,Often,3,Sometimes,2,Often,3,Rarely,1,Often,3,12,Always,5,Always,5,Often,4,Sometimes,3,17,Sometimes,3,Always,5,Sometimes,3,Often,4,Often,4,19,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Slightly Agree,4,48,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Neutral,2,Agree,3,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Agree,1,47
A7768,225,Complete,1992,Dallas,Urban Park,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,NA,NA,12,Somewhat Agree,4,Strongly Disagree,6,Somewhat Disagree,4,Disagree,5,Agree,2,Somewhat Disagree,3,Disagree,2,Agree,5,Disagree,2,Strongly Agree,6,39,N/A,0,N/A,0,Often,3,Always,4,7,Often,3,Always,4,Often,3,Always,4,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Rarely,1,N/A,0,33,N/A,0,Often,3,Often,3,Often,3,Rarely,1,10,Always,5,Always,5,Often,4,Often,4,18,Always,5,Always,5,Sometimes,3,Always,5,Sometimes,3,21,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,44,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Strongly Agree,0,Agree,1,Agree,3,Neutral,2,Strongly Agree,0,Strongly Disagree,4,Disagree,3,Neutral,2,Strongly Disagree,4,Neutral,2,Neutral,2,Neutral,2,37
NA,35,Partial,1986,Dallas,Pleasant Grove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,36,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,38,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2486,346,Complete,1995,Dallas,Cochran,1 to 2 times  a week,2,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,8,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Agree,5,Somewhat Disagree,3,Agree,5,Strongly Disagree,1,Agree,5,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Sometimes,2,Always,4,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Often,3,Often,3,Sometimes,2,24,N/A,0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,6,Always,5,Always,5,Always,5,Often,4,19,Sometimes,3,Often,4,Sometimes,3,Sometimes,3,Sometimes,3,16,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,51,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Disagree,3,Strongly Disagree,4,Neutral,2,Agree,1,Disagree,3,Disagree,3,Agree,1,Agree,1,38
NA,40,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,41,Disqualified,1983,Dallas,Botello,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,38,Often,3,Sometimes,2,Sometimes,2,Rarely,1,8,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Often,3,29,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,12,Often,4,Often,4,Often,4,Sometimes,3,15,Often,4,Often,4,Sometimes,3,Often,4,Sometimes,3,18,Strongly Disagree,6,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Agree,6,Agree,5,Agree,5,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Strongly Disagree,4,Agree,3,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,58
NA,42,Partial,1991,Dallas,Hall,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9584,562,Complete,1988,Dallas,Moseley,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Somewhat Disagree,3,Somewhat Agree,3,Somewhat Disagree,4,Disagree,5,Somewhat Agree,3,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Disagree,3,35,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,7,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Often,3,34,Often,3,Sometimes,2,Rarely,1,Rarely,1,Often,3,10,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Often,4,Often,4,Often,4,Always,5,Sometimes,3,20,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,4,Slightly Disagree,4,Disagree,5,Slightly Disagree,4,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,36,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Agree,3,Agree,3,Neutral,2,Strongly Disagree,4,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,45
A5188,696,Complete,1990,Dallas,John R. Good,1 to 2 times  a week,2,1 to 2 times a week,2,Not at all,1,1 to 2 times a week,2,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Rarely,2,9,Somewhat Agree,4,Somewhat Disagree,4,Disagree,5,Somewhat Agree,3,Agree,2,Agree,5,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Agree,5,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,20,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Often,4,Often,4,15,Seldom,2,Seldom,2,Sometimes,3,Sometimes,3,Seldom,2,12,Slightly Disagree,4,Agree,2,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Agree,4,Agree,5,Slightly Agree,4,35,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Agree,1,Neutral,2,Agree,3,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Strongly Agree,0,Agree,1,25
