UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,San Antonio Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A5565,92,2020-11-04T10:17:37Z,2020-11-04T10:32:07Z,Complete,1988,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Agree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,37,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,19,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,8,Seldom,2,Sometimes,3,Sometimes,3,Sometimes,3,11,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Seldom,2,14,Slightly Agree,3,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,4,Agree,5,Slightly Agree,4,Slightly Disagree,3,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Disagree,3,Neutral,2,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Neutral,2,42
A9267,93,2020-11-04T10:44:36Z,2020-11-29T12:11:52Z,Disqualified,1988,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,NA,NA,Every day,NA,NA,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Disagree,NA,Somewhat Agree,NA,Disagree,NA,Somewhat Agree,NA,Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Disagree,NA,Strongly Agree,NA,NA,N/A,NA,Sometimes,NA,N/A,NA,N/A,NA,NA,Often,NA,Often,NA,Often,NA,Often,NA,Often,NA,Rarely,NA,Often,NA,Always,NA,Often,NA,Often,NA,Always,NA,Often,NA,NA,N/A,NA,Often,NA,Often,NA,Sometimes,NA,Always,NA,NA,Often,NA,Always,NA,Always,NA,Often,NA,NA,Often,NA,Always,NA,Sometimes,NA,Always,NA,Sometimes,NA,NA,Slightly Disagree,NA,Slightly Disagree,NA,Disagree,NA,Disagree,NA,Slightly Disagree,NA,Strongly Disagree,NA,Slightly Agree,NA,Slightly Agree,NA,Slightly Agree,NA,NA,"As an infant, 0 to 6 months",NA,"As an infant, 0 to 6 months",NA,"As an infant, 0 to 6 months",NA,Strongly Disagree,NA,Strongly Disagree,NA,Neutral,NA,Agree,NA,Neutral,NA,Disagree,NA,Disagree,NA,Neutral,NA,Strongly Disagree,NA,Neutral,NA,Strongly Disagree,NA,Neutral,NA,NA
A9352,94,2020-11-04T11:28:13Z,2020-11-04T16:13:27Z,Complete,1986,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,16,Agree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Somewhat Agree,4,Strongly Agree,6,Somewhat Agree,4,Somewhat Disagree,3,Agree,5,38,N/A,0,Sometimes,2,N/A,0,Sometimes,2,4,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Rarely,1,Sometimes,2,Often,3,Often,3,Rarely,1,Often,3,N/A,0,26,N/A,0,Often,3,Sometimes,2,Sometimes,2,Rarely,1,8,Always,5,Sometimes,3,Always,5,Sometimes,3,16,Often,4,Often,4,Seldom,2,Sometimes,3,Seldom,2,15,Slightly Agree,3,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,3,Disagree,5,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,36,"As a toddler, 1 to 3 years",3,"In kindergarten, 5 to 6 years",1,"As a toddler, 1 to 3 years",3,Neutral,2,Neutral,2,Agree,3,Agree,3,Strongly Agree,0,Neutral,2,Agree,1,Agree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,29
A9876,95,2020-11-04T11:55:14Z,2020-11-04T12:07:10Z,Complete,1993,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,14,Agree,5,Strongly Disagree,6,Strongly Disagree,6,Somewhat Disagree,4,Agree,2,Agree,5,Strongly Agree,6,Agree,5,Strongly Disagree,1,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,41,N/A,0,Always,4,Sometimes,2,Sometimes,2,Often,3,11,Always,5,Often,4,Often,4,Often,4,17,Often,4,Often,4,Sometimes,3,Often,4,Seldom,2,17,Slightly Agree,3,Disagree,5,Disagree,5,Strongly Disagree,6,Slightly Disagree,4,Disagree,5,Agree,5,Agree,5,Agree,5,43,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Agree,3,Strongly Agree,4,Agree,1,Disagree,3,Agree,1,Strongly Agree,0,Agree,1,Strongly Disagree,4,Neutral,2,Neutral,2,40
A6126,96,2020-11-04T14:35:04Z,2020-11-04T14:42:54Z,Complete,1982,San Antonio,Cortez Family Center,Every day,4,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,19,Somewhat Agree,4,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Somewhat Agree,3,Agree,5,Agree,5,Somewhat Agree,4,Strongly Disagree,1,Strongly Agree,6,45,Often,3,Often,3,Often,3,Often,3,12,Often,3,Always,4,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Always,4,Often,3,Often,3,38,Sometimes,2,Always,4,Often,3,Often,3,Often,3,15,Often,4,Often,4,Often,4,Often,4,16,Seldom,2,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,15,Disagree,5,Disagree,5,Slightly Agree,3,Strongly Disagree,6,Disagree,5,Slightly Disagree,4,Slightly Agree,4,Agree,5,Agree,5,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,0,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,51
A5562,100,2020-11-05T08:52:15Z,2020-11-05T09:22:54Z,Complete,1984,San Antonio,Fenley (School Based) Family Center,Every day,4,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Agree,2,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Disagree,3,Agree,5,33,Sometimes,2,Often,3,Often,3,Sometimes,2,10,Often,3,Always,4,Often,3,Always,4,Always,4,Rarely,1,Sometimes,2,Often,3,Often,3,Always,4,Sometimes,2,Always,4,37,Often,3,Often,3,Often,3,Often,3,Always,4,16,Sometimes,3,Often,4,Always,5,Sometimes,3,15,Often,4,Always,5,Always,5,Always,5,Always,5,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,4,Disagree,5,Agree,5,Agree,5,Agree,5,44,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Neutral,2,Disagree,1,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,45
A3145,101,2020-11-05T11:53:20Z,2020-11-05T12:03:27Z,Complete,1986,San Antonio,Fenley (School Based) Family Center,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,12,Somewhat Disagree,3,Somewhat Disagree,4,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Strongly Agree,6,Agree,5,Agree,5,Somewhat Disagree,3,Strongly Agree,6,44,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,7,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,20,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,9,Sometimes,3,Sometimes,3,Often,4,Often,4,14,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,15,Disagree,5,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,3,Slightly Agree,4,Slightly Agree,4,39,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Neutral,2,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,40
A3652,102,2020-11-05T12:13:18Z,2020-11-05T12:25:45Z,Complete,1987,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,13,Agree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Somewhat Agree,4,Agree,5,Agree,5,Disagree,2,Strongly Agree,6,48,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Often,3,Always,4,Sometimes,2,Often,3,Often,3,Rarely,1,Always,4,Rarely,1,Always,4,Always,4,Often,3,34,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,8,Often,4,Often,4,Sometimes,3,Often,4,15,Sometimes,3,Often,4,Never,1,Sometimes,3,Sometimes,3,14,Disagree,5,Slightly Agree,3,Disagree,5,Slightly Disagree,4,Disagree,5,Agree,2,Agree,5,Agree,5,Disagree,2,36,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Strongly Disagree,0,Agree,3,Strongly Agree,0,Disagree,3,Disagree,3,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Disagree,3,45
A4113,103,2020-11-05T15:52:12Z,2020-11-05T16:07:49Z,Complete,1993,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Agree,5,Somewhat Disagree,4,Disagree,5,Agree,2,Agree,2,Agree,5,Strongly Agree,6,Agree,5,Somewhat Agree,4,Strongly Agree,6,44,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Always,4,Sometimes,2,Rarely,1,Often,3,N/A,0,25,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Never,1,Never,1,Always,5,17,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,6,Agree,5,Strongly Agree,6,46,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Agree,3,Strongly Agree,0,Neutral,2,Agree,1,Agree,1,Strongly Disagree,4,Neutral,2,Disagree,3,Agree,1,40
A8972,104,2020-11-05T16:09:54Z,2020-11-05T16:18:29Z,Complete,1994,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,19,Agree,5,Somewhat Disagree,4,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,Agree,5,48,Always,4,Always,4,Always,4,Sometimes,2,14,Often,3,Often,3,Always,4,Often,3,Often,3,Often,3,Rarely,1,Sometimes,2,Often,3,Often,3,Sometimes,2,Rarely,1,31,Always,4,Often,3,Always,4,Always,4,Always,4,19,Always,5,Always,5,Always,5,Sometimes,3,18,Always,5,Always,5,Sometimes,3,Often,4,Sometimes,3,20,Disagree,5,Strongly Disagree,6,Strongly Agree,1,Disagree,5,Strongly Agree,1,Slightly Agree,3,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,33,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,56
A2383,105,2020-11-05T16:46:55Z,2020-11-05T17:13:56Z,Complete,1980,San Antonio,Cortez Family Center,Not at all,1,Not at all,1,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,4,Agree,5,Somewhat Disagree,3,Strongly Disagree,1,Somewhat Disagree,3,35,Sometimes,2,Sometimes,2,N/A,0,Sometimes,2,6,Sometimes,2,Sometimes,2,Always,4,Rarely,1,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,23,Always,4,Sometimes,2,Often,3,Sometimes,2,Always,4,15,Always,5,Always,5,Always,5,Sometimes,3,18,Often,4,Often,4,Always,5,Always,5,Sometimes,3,21,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Slightly Disagree,4,Disagree,5,Strongly Disagree,6,Strongly Agree,6,Slightly Agree,4,Strongly Agree,6,48,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Agree,0,Agree,3,Neutral,2,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Agree,1,43
A2163,106,2020-11-05T21:16:33Z,2020-11-05T21:28:47Z,Complete,1997,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Agree,2,Somewhat Agree,3,Disagree,5,Agree,2,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Disagree,3,Agree,5,Agree,5,36,N/A,0,Always,4,Sometimes,2,Rarely,1,7,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,Often,3,Sometimes,2,Always,4,32,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,12,Seldom,2,Seldom,2,Often,4,Seldom,2,10,Seldom,2,Seldom,2,Sometimes,3,Sometimes,3,Never,1,11,Agree,2,Agree,2,Slightly Agree,3,Slightly Agree,3,Agree,2,Slightly Agree,3,Slightly Agree,4,Slightly Disagree,3,Disagree,2,24,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Agree,1,Neutral,2,Agree,3,Agree,3,Agree,1,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,38
A7455,107,2020-11-06T00:13:52Z,2020-11-06T00:35:37Z,Complete,1985,San Antonio,Cortez Family Center,1 to 2 times  a week,2,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,12,Somewhat Agree,4,Agree,2,Somewhat Agree,3,Somewhat Disagree,4,Strongly Agree,1,Agree,5,Agree,5,Agree,5,Somewhat Agree,4,Strongly Agree,6,39,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Often,3,Sometimes,2,N/A,0,23,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,9,Sometimes,3,Often,4,Sometimes,3,Sometimes,3,13,Often,4,Always,5,Sometimes,3,Often,4,Sometimes,3,19,Slightly Agree,3,Slightly Disagree,4,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Disagree,4,Agree,5,Agree,5,Agree,5,37,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Strongly Disagree,4,Agree,3,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Neutral,2,47
A4483,109,2020-11-06T10:38:24Z,2020-11-06T10:50:32Z,Complete,2000,San Antonio,Fenley (School Based) Family Center,Every day,4,Every day,4,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,22,Agree,5,Agree,2,Disagree,5,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,41,Always,4,Always,4,Always,4,Always,4,16,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Sometimes,3,Always,5,23,Agree,2,Agree,2,Agree,2,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,27,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Agree,1,Agree,3,Strongly Agree,4,Agree,1,Agree,1,Agree,1,Agree,1,Strongly Agree,0,Agree,1,Disagree,3,Disagree,3,28
A6565,110,2020-11-06T12:55:09Z,2020-11-06T13:06:23Z,Complete,1998,San Antonio,Cortez Family Center,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,19,Agree,5,Disagree,5,Disagree,5,Disagree,5,Somewhat Disagree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,50,Sometimes,2,Often,3,Often,3,Sometimes,2,10,Always,4,Always,4,Always,4,Sometimes,2,Often,3,Rarely,1,Always,4,Often,3,Sometimes,2,Often,3,Always,4,Always,4,38,Always,4,Often,3,Always,4,Often,3,Often,3,17,Often,4,Often,4,Often,4,Always,5,17,Often,4,Often,4,Often,4,Sometimes,3,Often,4,19,Slightly Disagree,4,Agree,2,Agree,2,Agree,2,Agree,2,Disagree,5,Slightly Disagree,3,Strongly Agree,6,Agree,5,31,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,38
A1193,112,2020-11-06T13:04:25Z,2020-11-06T13:14:48Z,Complete,2003,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,Not at all,1,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,15,Agree,5,Disagree,5,Somewhat Agree,3,Strongly Disagree,6,Somewhat Agree,3,Agree,5,Agree,5,Somewhat Agree,4,Disagree,2,Agree,5,43,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Often,3,N/A,0,15,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Often,4,Always,5,Often,4,18,Always,5,Always,5,Often,4,Often,4,Sometimes,3,21,Agree,2,Agree,2,Slightly Agree,3,Agree,2,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,3,Agree,5,Slightly Disagree,3,27,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,41
A1682,114,2020-11-06T13:30:26Z,2020-11-06T13:45:32Z,Complete,1996,San Antonio,Fenley (School Based) Family Center,Every day,4,1 to 2 times a week,2,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,19,Agree,5,Disagree,5,Somewhat Agree,3,Agree,2,Agree,2,Strongly Agree,6,Agree,5,Agree,5,Somewhat Agree,4,Agree,5,42,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,3,Often,3,Often,3,Often,3,Often,3,Rarely,1,Often,3,Often,3,Rarely,1,Often,3,Always,4,Often,3,33,Often,3,Often,3,Rarely,1,Often,3,Sometimes,2,12,Always,5,Always,5,Always,5,Always,5,20,Sometimes,3,Always,5,Always,5,Always,5,Always,5,23,Disagree,5,Disagree,5,Disagree,5,Agree,2,Disagree,5,Strongly Disagree,6,Disagree,2,Slightly Disagree,3,Agree,5,38,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Neutral,2,Agree,1,Disagree,1,Agree,3,Agree,1,Disagree,3,Disagree,3,Agree,1,Disagree,3,Agree,1,Disagree,3,Disagree,3,38
A8966,116,2020-11-06T13:57:07Z,2020-11-06T14:12:30Z,Complete,1980,San Antonio,Fenley (School Based) Family Center,Not at all,1,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,10,Agree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Strongly Disagree,1,Agree,5,44,N/A,0,Always,4,Rarely,1,N/A,0,5,Always,4,Always,4,Always,4,Often,3,Always,4,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Always,4,Often,3,Always,4,35,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Sometimes,3,18,Often,4,Always,5,Always,5,Always,5,Often,4,23,Agree,2,Disagree,5,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,4,Slightly Agree,4,Agree,5,38,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Agree,1,Disagree,3,Agree,1,Disagree,3,Agree,1,41
A7493,117,2020-11-06T14:28:38Z,2020-11-06T14:55:57Z,Partial,1992,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,NA,3 to 6 times a week,NA,Every day,NA,Parents should <strong>always</strong> spend time teaching their children,NA,Always,5,NA,Agree,NA,Agree,NA,Strongly Agree,NA,Somewhat Agree,NA,Strongly Agree,NA,Disagree,NA,Agree,NA,Strongly Disagree,NA,Disagree,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
